TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Other Theft,2021,6,13,23,0,23XX W 5TH AVE,Kitsilano,488506.7663,5457183.4509
Other Theft,2021,11,3,20,0,23XX W 8TH AVE,Kitsilano,488519.6555,5456902.2158
Other Theft,2021,7,17,18,34,23XX YORK AVE,Kitsilano,488486.0145,5457672.7967
Other Theft,2021,2,8,17,19,24XX BALSAM ST,Kitsilano,488362.9663,5456817.1015
Other Theft,2021,12,1,12,0,24XX POINT GREY RD,Kitsilano,488367.1641,5457876.4042
Other Theft,2021,4,24,23,7,24XX STEPHENS ST,Kitsilano,487892.1323,5456835.155
Other Theft,2021,11,9,14,15,24XX TRAFALGAR ST,Kitsilano,488026.291,5456859.13
Other Theft,2021,7,4,14,40,24XX VINE ST,Kitsilano,488535.4558,5456824.5234
Other Theft,2021,3,27,13,30,25XX BURRARD ST,Kitsilano,489390.3379,5456765.1169
Other Theft,2021,7,27,9,0,25XX CORNWALL AVE,Kitsilano,488168.5376,5457788.5491
Other Theft,2021,4,9,21,0,25XX MACKENZIE ST,Kitsilano,487620.0398,5456801.4437
Other Theft,2021,10,1,0,0,25XX MAPLE ST,Kitsilano,489042.2959,5456779.7038
Other Theft,2021,10,5,15,38,25XX MAPLE ST,Kitsilano,489042.2959,5456779.7038
Other Theft,2021,4,12,0,1,25XX MAPLE ST,Kitsilano,489050.9345,5456757.9846
Other Theft,2021,7,23,15,0,25XX STEPHENS ST,Kitsilano,487884.5145,5456796.9576
Other Theft,2021,2,2,3,45,25XX W 15TH AVE,Kitsilano,488108.0863,5456195.4392
Other Theft,2021,8,31,21,0,25XX W 7TH AVE,Kitsilano,488113.9471,5457014.6924
Other Theft,2021,6,13,15,0,26XX ARBUTUS ST,Kitsilano,488864.3203,5456632.9617
Other Theft,2021,5,22,20,7,26XX ARBUTUS ST,Kitsilano,488873.9511,5456655.4444
Other Theft,2021,9,26,20,0,26XX BALACLAVA ST,Kitsilano,487333.9643,5456678.9973
Other Theft,2021,6,14,10,5,26XX BALACLAVA ST,Kitsilano,487343.1064,5456678.5503
Other Theft,2021,8,8,0,0,26XX CRANBERRY DR,Kitsilano,488808.5256,5456631.1903
Other Theft,2021,9,13,9,39,26XX CRANBERRY DR,Kitsilano,488808.6361,5456631.0063
Other Theft,2021,4,14,19,0,26XX POINT GREY RD,Kitsilano,488013.767,5457789.8629
Other Theft,2021,12,20,19,2,26XX W 16TH AVE,Kitsilano,487966.9065,5456119.533
Other Theft,2021,12,26,14,21,26XX W 4TH AVE,Kitsilano,487927.5251,5457296.049
Other Theft,2021,6,23,23,50,26XX W 7TH AVE,Kitsilano,487991.8025,5457017.9792
Other Theft,2021,7,27,1,30,26XX W BROADWAY AVE,Kitsilano,488017.6856,5456826.2916
Other Theft,2021,6,5,13,29,27XX ARBUTUS ST,Kitsilano,488870.6641,5456544.865
Other Theft,2021,7,10,19,20,27XX ARBUTUS ST,Kitsilano,488870.6641,5456544.865
Other Theft,2021,7,12,14,13,27XX W 4TH AVE,Kitsilano,487761.984,5457300.0498
Other Theft,2021,3,18,14,0,27XX W 8TH AVE,Kitsilano,487782.1765,5456930.1899
Other Theft,2021,1,13,12,44,27XX W BROADWAY AVE,Kitsilano,487845.5455,5456828.7896
Other Theft,2021,1,15,8,47,27XX W BROADWAY AVE,Kitsilano,487845.5455,5456828.7896
Other Theft,2021,4,8,13,15,27XX W BROADWAY AVE,Kitsilano,487845.5455,5456828.7896
Other Theft,2021,5,18,12,39,27XX W BROADWAY AVE,Kitsilano,487845.5455,5456828.7896
Other Theft,2021,5,25,13,0,27XX W BROADWAY AVE,Kitsilano,487845.5455,5456828.7896
Other Theft,2021,6,25,16,0,27XX W BROADWAY AVE,Kitsilano,487845.5455,5456828.7896
Other Theft,2021,8,6,13,40,27XX W BROADWAY AVE,Kitsilano,487845.5455,5456828.7896
Other Theft,2021,8,18,12,45,27XX W BROADWAY AVE,Kitsilano,487845.5455,5456828.7896
Other Theft,2021,9,21,14,49,27XX W BROADWAY AVE,Kitsilano,487845.5455,5456828.7896
Other Theft,2021,10,28,15,17,27XX W BROADWAY AVE,Kitsilano,487845.5455,5456828.7896
Other Theft,2021,12,13,10,9,27XX W BROADWAY AVE,Kitsilano,487845.5455,5456828.7896
Other Theft,2021,11,8,12,50,27XX W BROADWAY AVE,Kitsilano,487846.3908,5456828.7646
Other Theft,2021,5,29,14,5,27XX W BROADWAY AVE,Kitsilano,487865.4046,5456819.0464
Other Theft,2021,9,4,10,10,27XX W BROADWAY AVE,Kitsilano,487865.4046,5456819.0464
Other Theft,2021,12,14,21,30,28XX POINT GREY RD,Kitsilano,487600.6983,5457599.4619
Other Theft,2021,2,9,23,0,28XX W 10TH AVE,Kitsilano,487741.2925,5456726.1436
Other Theft,2021,8,30,9,9,28XX W 10TH AVE,Kitsilano,487748.1465,5456735.1691
Other Theft,2021,6,28,12,0,28XX W 12TH AVE,Kitsilano,487728.0121,5456531.298
Other Theft,2021,6,24,16,30,28XX W 3RD AVE,Kitsilano,487667.6601,5457408.0926
Other Theft,2021,10,27,15,35,28XX W 4TH AVE,Kitsilano,487619.13,5457303.6247
Other Theft,2021,1,27,12,57,28XX W 4TH AVE,Kitsilano,487620.7056,5457303.585
Other Theft,2021,6,1,16,15,28XX W 4TH AVE,Kitsilano,487620.7056,5457303.585
Other Theft,2021,6,26,16,20,28XX W 4TH AVE,Kitsilano,487620.7056,5457303.585
Other Theft,2021,8,12,22,22,28XX W 4TH AVE,Kitsilano,487620.7056,5457303.585
Other Theft,2021,6,9,19,42,28XX W 5TH AVE,Kitsilano,487701.4574,5457199.1554
Other Theft,2021,4,13,23,0,28XX W 6TH AVE,Kitsilano,487729.9419,5457106.7684
Other Theft,2021,5,29,15,0,28XX W BROADWAY AVE,Kitsilano,487655.8271,5456832.5967
Other Theft,2021,10,9,11,9,28XX W BROADWAY AVE,Kitsilano,487748.2563,5456822.2632
Other Theft,2021,8,11,14,23,28XX YEW ST,Kitsilano,488695.1512,5456455.3258
Other Theft,2021,11,19,19,32,29XX W 13TH AVE,Kitsilano,487557.0077,5456426.6403
Other Theft,2021,5,24,10,0,29XX W BROADWAY AVE,Kitsilano,487507.3064,5456837.8529
Other Theft,2021,7,6,15,10,29XX W BROADWAY AVE,Kitsilano,487538.2282,5456827.8131
Other Theft,2021,9,3,9,33,29XX W BROADWAY AVE,Kitsilano,487613.5819,5456824.4107
Other Theft,2021,11,27,14,45,29XX W BROADWAY AVE,Kitsilano,487618.682,5456824.1772
Other Theft,2021,1,3,20,0,30XX ARBUTUS ST,Kitsilano,488855.1123,5456247.618
Other Theft,2021,5,30,23,0,30XX W 7TH AVE,Kitsilano,487418.5381,5457019.9341
Other Theft,2021,6,27,15,5,30XX W BROADWAY AVE,Kitsilano,487350.9094,5456842.2677
Other Theft,2021,11,3,19,32,30XX W BROADWAY AVE,Kitsilano,487361.4546,5456832.8237
Other Theft,2021,11,7,14,45,30XX W BROADWAY AVE,Kitsilano,487361.4546,5456832.8237
Other Theft,2021,4,23,12,0,30XX W BROADWAY AVE,Kitsilano,487431.9253,5456839.9905
Other Theft,2021,4,10,16,57,30XX W BROADWAY AVE,Kitsilano,487448.906,5456830.3655
Other Theft,2021,4,12,8,30,30XX W BROADWAY AVE,Kitsilano,487448.906,5456830.3655
Other Theft,2021,5,4,21,0,30XX W BROADWAY AVE,Kitsilano,487448.906,5456830.3655
Other Theft,2021,5,13,20,42,30XX W BROADWAY AVE,Kitsilano,487448.906,5456830.3655
Other Theft,2021,5,16,10,8,30XX W BROADWAY AVE,Kitsilano,487448.906,5456830.3655
Other Theft,2021,6,13,9,55,30XX W BROADWAY AVE,Kitsilano,487448.906,5456830.3655
Other Theft,2021,6,15,10,13,30XX W BROADWAY AVE,Kitsilano,487448.906,5456830.3655
Other Theft,2021,6,15,10,18,30XX W BROADWAY AVE,Kitsilano,487448.906,5456830.3655
Other Theft,2021,8,9,10,2,30XX W BROADWAY AVE,Kitsilano,487448.906,5456830.3655
Other Theft,2021,9,3,12,0,30XX W BROADWAY AVE,Kitsilano,487448.906,5456830.3655
Other Theft,2021,9,8,22,27,30XX W BROADWAY AVE,Kitsilano,487448.906,5456830.3655
Other Theft,2021,10,8,15,15,30XX W BROADWAY AVE,Kitsilano,487448.906,5456830.3655
Other Theft,2021,10,12,10,0,30XX W BROADWAY AVE,Kitsilano,487448.906,5456830.3655
Other Theft,2021,10,30,15,56,30XX W BROADWAY AVE,Kitsilano,487448.906,5456830.3655
Other Theft,2021,12,20,19,0,30XX W BROADWAY AVE,Kitsilano,487448.906,5456830.3655
Other Theft,2021,1,1,18,59,31XX ARBUTUS ST,Kitsilano,488867.881,5456087.3945
Other Theft,2021,4,2,8,30,31XX W 8TH AVE,Kitsilano,487280.0599,5456941.4363
Other Theft,2021,4,7,18,15,31XX W BROADWAY AVE,Kitsilano,487255.0733,5456835.6695
Other Theft,2021,2,6,17,30,31XX W BROADWAY AVE,Kitsilano,487299.5982,5456834.4929
Other Theft,2021,10,28,23,0,31XX W BROADWAY AVE,Kitsilano,487307.8271,5456843.4226
Other Theft,2021,5,9,1,30,32XX W 6TH AVE,Kitsilano,487179.4826,5457121.7311
Other Theft,2021,3,17,19,45,32XX W BROADWAY AVE,Kitsilano,487094.7939,5456840.059
Other Theft,2021,12,10,11,16,32XX W BROADWAY AVE,Kitsilano,487195.3388,5456837.2578
Other Theft,2021,12,6,1,2,33XX W 12TH AVE,Kitsilano,487049.3308,5456549.4468
Other Theft,2021,3,26,20,3,33XX W 3RD AVE,Kitsilano,487066.1595,5457415.1885
Other Theft,2021,7,17,12,12,33XX W 4TH AVE,Kitsilano,487020.1891,5457325.8337
Other Theft,2021,2,25,9,11,33XX W BROADWAY AVE,Kitsilano,487005.2884,5456842.5643
Other Theft,2021,7,18,1,0,33XX W BROADWAY AVE,Kitsilano,487045.9425,5456841.4237
Other Theft,2021,4,2,16,11,35XX W 16TH AVE,Kitsilano,486742.2819,5456153.7845
Other Theft,2021,3,6,4,52,36XX W 10TH AVE,Kitsilano,486488.0313,5456767.307
Other Theft,2021,3,15,12,0,36XX W 10TH AVE,Kitsilano,486488.0313,5456767.307
Other Theft,2021,4,5,6,41,36XX W 10TH AVE,Kitsilano,486488.0313,5456767.307
Other Theft,2021,6,22,6,32,36XX W 10TH AVE,Kitsilano,486488.0313,5456767.307
Other Theft,2021,6,28,1,25,36XX W 10TH AVE,Kitsilano,486488.0313,5456767.307
Other Theft,2021,10,16,14,0,36XX W 10TH AVE,Kitsilano,486488.0313,5456767.307
Other Theft,2021,5,26,12,50,36XX W 16TH AVE,Kitsilano,486608.1778,5456156.8149
Other Theft,2021,4,7,18,16,36XX W BROADWAY AVE,Kitsilano,486554.2014,5456864.2977
Other Theft,2021,5,4,14,0,36XX W BROADWAY AVE,Kitsilano,486584.6722,5456854.3222
Other Theft,2021,2,12,17,0,36XX W BROADWAY AVE,Kitsilano,486597.7935,5456853.9652
Other Theft,2021,9,27,4,41,ALMA ST / W 10TH AVE,Kitsilano,486474.7705,5456763.0666
Other Theft,2021,7,2,16,0,ARBUTUS ST / W 4TH AVE,Kitsilano,488885.8573,5457272.9884
Other Theft,2021,2,17,11,14,BALSAM ST / CORNWALL AVE,Kitsilano,488383.4126,5457778.8426
Other Theft,2021,8,30,16,0,CORNWALL AVE / MAPLE ST,Kitsilano,489072.3895,5457761.3885
Other Theft,2021,4,25,20,54,CORNWALL AVE / YEW ST,Kitsilano,488726.3982,5457770.0356
Other Theft,2021,7,13,14,4,DUNBAR ST / W 12TH AVE,Kitsilano,486617.8249,5456557.2395
Other Theft,2021,4,23,18,26,MACDONALD ST / W BROADWAY AVE,Kitsilano,487765.4983,5456826.6138
Other Theft,2021,6,27,8,30,MACDONALD ST / W BROADWAY AVE,Kitsilano,487765.4983,5456826.6138
Other Theft,2021,8,31,9,15,MAPLE ST / W BROADWAY AVE,Kitsilano,489047.1283,5456790.784
Other Theft,2021,4,24,19,18,MAPLE ST / W BROADWAY AVE,Kitsilano,489047.1288,5456790.7841
Other Theft,2021,3,20,21,0,TRAFALGAR ST / W BROADWAY AVE,Kitsilano,488021.6737,5456821.6811
Other Theft,2021,10,18,18,15,TRAFALGAR ST / W BROADWAY AVE,Kitsilano,488021.6737,5456821.6811
Other Theft,2021,12,23,16,0,VINE ST / W 4TH AVE,Kitsilano,488541.8576,5457281.4428
Other Theft,2021,6,19,0,0,W 4TH AVE / YEW ST,Kitsilano,488713.6101,5457277.2746
Theft from Vehicle,2021,7,22,18,0,11XX CYPRESS ST,Kitsilano,489263.7695,5458166.8505
Theft from Vehicle,2021,7,25,15,25,13XX ARBUTUS ST,Kitsilano,488900.4675,5457971.3549
Theft from Vehicle,2021,9,6,19,0,14XX ARBUTUS ST,Kitsilano,488895.0781,5457776.8692
Theft from Vehicle,2021,1,26,22,0,14XX CHESTNUT ST,Kitsilano,489359.8987,5457818.8917
Theft from Vehicle,2021,6,6,3,0,14XX CHESTNUT ST,Kitsilano,489359.8987,5457818.8917
Theft from Vehicle,2021,11,10,6,30,14XX CHESTNUT ST,Kitsilano,489359.8987,5457818.8917
Theft from Vehicle,2021,11,24,8,0,14XX CHESTNUT ST,Kitsilano,489359.8987,5457818.8917
Theft from Vehicle,2021,12,18,23,0,14XX CHESTNUT ST,Kitsilano,489359.8987,5457818.8917
Theft from Vehicle,2021,5,26,17,0,14XX CYPRESS ST,Kitsilano,489245.8136,5457841.6304
Theft from Vehicle,2021,2,11,0,0,14XX LABURNUM ST,Kitsilano,488981.81,5457795.392
Theft from Vehicle,2021,7,16,9,0,14XX LABURNUM ST,Kitsilano,488990.6053,5457782.4611
Theft from Vehicle,2021,1,28,20,0,14XX LARCH ST,Kitsilano,488204.9894,5457826.9539
Theft from Vehicle,2021,3,11,6,33,14XX LARCH ST,Kitsilano,488204.9894,5457826.9539
Theft from Vehicle,2021,8,20,16,0,14XX WALNUT ST,Kitsilano,489170.4882,5457867.8601
Theft from Vehicle,2021,11,17,19,30,15XX BALSAM ST,Kitsilano,488376.7941,5457702.4698
Theft from Vehicle,2021,7,29,12,0,15XX BALSAM ST,Kitsilano,488387.0897,5457745.3644
Theft from Vehicle,2021,6,3,22,0,16XX BALSAM ST,Kitsilano,488385.255,5457676.4925
Theft from Vehicle,2021,2,10,14,30,16XX CHESTNUT ST,Kitsilano,489345.3387,5457577.9863
Theft from Vehicle,2021,4,22,14,0,16XX DUNBAR ST,Kitsilano,486655.7444,5457726.6288
Theft from Vehicle,2021,3,4,9,53,16XX TRAFALGAR ST,Kitsilano,488044.6458,5457691.2874
Theft from Vehicle,2021,11,5,7,50,16XX VINE ST,Kitsilano,488554.4437,5457626.441
Theft from Vehicle,2021,3,9,12,27,16XX WHYTE AVE,Kitsilano,489689.1304,5458138.3988
Theft from Vehicle,2021,6,17,17,30,16XX WHYTE AVE,Kitsilano,489805.8979,5458085.9514
Theft from Vehicle,2021,6,3,19,0,17XX LARCH ST,Kitsilano,488197.4715,5457552.2852
Theft from Vehicle,2021,5,18,7,0,17XX MAPLE ST,Kitsilano,489068.793,5457541.7509
Theft from Vehicle,2021,8,9,5,0,17XX STEPHENS ST,Kitsilano,487907.8681,5457588.0396
Theft from Vehicle,2021,2,17,16,0,17XX WATERLOO ST,Kitsilano,486930.197,5457620.9394
Theft from Vehicle,2021,3,30,9,30,18XX BAYSWATER ST,Kitsilano,487562.4769,5457484.4464
Theft from Vehicle,2021,7,2,23,0,18XX CORNWALL AVE,Kitsilano,489254.7123,5457761.2442
Theft from Vehicle,2021,10,14,6,28,18XX CREELMAN AVE,Kitsilano,489338.4001,5457978.6951
Theft from Vehicle,2021,4,23,0,0,18XX CYPRESS ST,Kitsilano,489235.0178,5457442.0278
Theft from Vehicle,2021,2,16,4,30,18XX GREER AVE,Kitsilano,489323.0912,5457870.8161
Theft from Vehicle,2021,9,3,11,0,18XX STEPHENS ST,Kitsilano,487896.7529,5457457.9402
Theft from Vehicle,2021,4,2,18,0,18XX TRAFALGAR ST,Kitsilano,488028.7874,5457446.666
Theft from Vehicle,2021,4,10,18,0,18XX TRAFALGAR ST,Kitsilano,488028.7874,5457446.666
Theft from Vehicle,2021,8,18,17,15,18XX TRAFALGAR ST,Kitsilano,488039.1515,5457488.4971
Theft from Vehicle,2021,7,1,23,0,18XX W 11TH AVE,Kitsilano,489274.5986,5456571.2982
Theft from Vehicle,2021,12,15,12,0,18XX W 11TH AVE,Kitsilano,489384.4521,5456568.3544
Theft from Vehicle,2021,8,9,20,0,18XX W 13TH AVE,Kitsilano,489378.6282,5456358.5748
Theft from Vehicle,2021,11,10,1,30,18XX W 15TH AVE,Kitsilano,489267.9207,5456164.7176
Theft from Vehicle,2021,7,29,22,0,18XX W 15TH AVE,Kitsilano,489323.2668,5456154.5349
Theft from Vehicle,2021,2,3,17,0,18XX W 1ST AVE,Kitsilano,489322.4443,5457562.4401
Theft from Vehicle,2021,8,23,8,30,18XX W 1ST AVE,Kitsilano,489413.2806,5457550.8592
Theft from Vehicle,2021,5,31,12,0,18XX W 2ND AVE,Kitsilano,489276.8136,5457456.6019
Theft from Vehicle,2021,8,25,0,0,18XX W 4TH AVE,Kitsilano,489318.0653,5457257.4469
Theft from Vehicle,2021,5,18,2,0,18XX W 5TH AVE,Kitsilano,489275.9582,5457173.0058
Theft from Vehicle,2021,9,27,22,0,18XX W 5TH AVE,Kitsilano,489367.4245,5457170.3589
Theft from Vehicle,2021,8,22,4,30,18XX W 5TH AVE,Kitsilano,489382.9301,5457160.7624
Theft from Vehicle,2021,2,28,17,0,18XX W 6TH AVE,Kitsilano,489250.8134,5457069.6716
Theft from Vehicle,2021,2,28,6,30,18XX W 6TH AVE,Kitsilano,489282.6335,5457068.8767
Theft from Vehicle,2021,3,3,17,0,18XX W 6TH AVE,Kitsilano,489297.766,5457068.4986
Theft from Vehicle,2021,1,26,0,45,18XX W 6TH AVE,Kitsilano,489365.366,5457066.8101
Theft from Vehicle,2021,4,19,23,5,18XX W 6TH AVE,Kitsilano,489365.366,5457066.8101
Theft from Vehicle,2021,6,12,16,0,18XX W 6TH AVE,Kitsilano,489394.0042,5457066.0948
Theft from Vehicle,2021,7,4,0,0,18XX W 8TH AVE,Kitsilano,489309.506,5456882.8758
Theft from Vehicle,2021,7,6,16,0,18XX W 8TH AVE,Kitsilano,489391.8426,5456880.7662
Theft from Vehicle,2021,2,10,0,0,18XX YEW ST,Kitsilano,488721.7026,5457407.8633
Theft from Vehicle,2021,7,11,14,30,18XX YORK AVE,Kitsilano,489349.248,5457658.3929
Theft from Vehicle,2021,1,30,23,0,19XX W 12TH AVE,Kitsilano,489208.0591,5456474.0673
Theft from Vehicle,2021,7,18,3,0,19XX W 13TH AVE,Kitsilano,489115.5492,5456374.3514
Theft from Vehicle,2021,2,23,17,0,19XX W 14TH AVE,Kitsilano,489132.6529,5456275.3563
Theft from Vehicle,2021,7,14,5,46,19XX W 14TH AVE,Kitsilano,489191.7621,5456265.2594
Theft from Vehicle,2021,8,14,10,0,19XX W 15TH AVE,Kitsilano,489046.5269,5456171.1413
Theft from Vehicle,2021,7,31,0,0,19XX W 16TH AVE,Kitsilano,489191.9398,5456065.9639
Theft from Vehicle,2021,3,14,12,0,19XX W 2ND AVE,Kitsilano,489128.9856,5457460.5902
Theft from Vehicle,2021,9,16,12,0,19XX W 2ND AVE,Kitsilano,489192.2275,5457468.0945
Theft from Vehicle,2021,1,23,6,0,19XX W 3RD AVE,Kitsilano,489180.1455,5457362.1955
Theft from Vehicle,2021,1,31,2,27,19XX W 3RD AVE,Kitsilano,489228.4264,5457361.0069
Theft from Vehicle,2021,5,28,18,0,19XX W 5TH AVE,Kitsilano,489146.4284,5457175.6465
Theft from Vehicle,2021,4,11,17,0,19XX W 5TH AVE,Kitsilano,489172.232,5457175.2313
Theft from Vehicle,2021,1,7,0,0,19XX W 7TH AVE,Kitsilano,489201.5693,5456977.4881
Theft from Vehicle,2021,8,13,22,0,19XX WHYTE AVE,Kitsilano,489211.1881,5458080.0842
Theft from Vehicle,2021,9,27,18,0,19XX YEW ST,Kitsilano,488720.7885,5457372.7448
Theft from Vehicle,2021,11,12,0,0,20XX CORNWALL AVE,Kitsilano,488922.9266,5457760.5526
Theft from Vehicle,2021,11,14,22,0,20XX CORNWALL AVE,Kitsilano,488922.9266,5457760.5526
Theft from Vehicle,2021,11,15,3,0,20XX CORNWALL AVE,Kitsilano,488922.9266,5457760.5526
Theft from Vehicle,2021,5,1,13,0,20XX CORNWALL AVE,Kitsilano,489000.3272,5457758.6189
Theft from Vehicle,2021,3,3,0,0,20XX CORNWALL AVE,Kitsilano,489048.3851,5457757.4159
Theft from Vehicle,2021,3,15,7,30,20XX CREELMAN AVE,Kitsilano,488946.5409,5457980.5268
Theft from Vehicle,2021,11,17,21,0,20XX CREELMAN AVE,Kitsilano,489010.371,5457987.8783
Theft from Vehicle,2021,5,28,1,0,20XX CREELMAN AVE,Kitsilano,489024.2889,5457987.4942
Theft from Vehicle,2021,11,10,16,0,20XX MAPLE ST,Kitsilano,489053.6881,5457226.4644
Theft from Vehicle,2021,7,3,9,30,20XX VINE ST,Kitsilano,488545.3712,5457252.6903
Theft from Vehicle,2021,6,6,1,0,20XX W 13TH AVE,Kitsilano,489021.6232,5456377.3253
Theft from Vehicle,2021,12,2,22,30,20XX W 14TH AVE,Kitsilano,488955.3737,5456278.4454
Theft from Vehicle,2021,7,19,19,0,20XX W 15TH AVE,Kitsilano,489026.0813,5456162.6563
Theft from Vehicle,2021,8,26,19,0,20XX W 2ND AVE,Kitsilano,488906.2705,5457466.3696
Theft from Vehicle,2021,4,24,22,30,20XX W 2ND AVE,Kitsilano,489016.2571,5457472.6639
Theft from Vehicle,2021,7,13,0,0,20XX W 2ND AVE,Kitsilano,489053.6963,5457462.5458
Theft from Vehicle,2021,1,30,23,15,20XX W 3RD AVE,Kitsilano,488948.1444,5457367.821
Theft from Vehicle,2021,7,15,4,45,20XX W 5TH AVE,Kitsilano,488945.9082,5457179.6189
Theft from Vehicle,2021,8,18,16,0,20XX W 5TH AVE,Kitsilano,488945.9082,5457179.6189
Theft from Vehicle,2021,9,18,22,0,20XX W 8TH AVE,Kitsilano,488917.9294,5456902.9869
Theft from Vehicle,2021,9,18,22,0,20XX W 8TH AVE,Kitsilano,488959.3225,5456901.4488
Theft from Vehicle,2021,1,2,20,10,20XX W BROADWAY AVE,Kitsilano,488910.2916,5456789.8815
Theft from Vehicle,2021,7,13,0,0,20XX W BROADWAY AVE,Kitsilano,488910.2916,5456789.8815
Theft from Vehicle,2021,12,3,13,30,20XX W BROADWAY AVE,Kitsilano,488910.2916,5456789.8815
Theft from Vehicle,2021,2,16,12,0,20XX WATERLOO ST,Kitsilano,486930.7438,5457318.8928
Theft from Vehicle,2021,4,11,21,30,21XX TRUTCH ST,Kitsilano,487214.4911,5457198.7795
Theft from Vehicle,2021,9,20,19,30,21XX W 13TH AVE,Kitsilano,488782.2999,5456374.2944
Theft from Vehicle,2021,10,7,14,30,21XX W 13TH AVE,Kitsilano,488815.7391,5456382.2991
Theft from Vehicle,2021,10,17,2,0,21XX W 14TH AVE,Kitsilano,488814.2043,5456272.9751
Theft from Vehicle,2021,7,1,19,0,21XX W 15TH AVE,Kitsilano,488757.8658,5456169.7826
Theft from Vehicle,2021,8,12,18,0,21XX W 16TH AVE,Kitsilano,488805.92,5456076.035
Theft from Vehicle,2021,1,29,15,0,21XX W 1ST AVE,Kitsilano,488742.7752,5457577.9751
Theft from Vehicle,2021,11,23,18,0,21XX W 1ST AVE,Kitsilano,488805.9136,5457567.1434
Theft from Vehicle,2021,9,3,12,30,21XX W 2ND AVE,Kitsilano,488771.9977,5457479.0227
Theft from Vehicle,2021,4,16,0,0,21XX W 3RD AVE,Kitsilano,488767.6768,5457372.1104
Theft from Vehicle,2021,4,24,20,0,21XX W 3RD AVE,Kitsilano,488832.429,5457370.5741
Theft from Vehicle,2021,6,21,9,0,21XX W 3RD AVE,Kitsilano,488883.3314,5457369.3667
Theft from Vehicle,2021,3,24,12,0,21XX W 5TH AVE,Kitsilano,488725.3475,5457185.5308
Theft from Vehicle,2021,4,22,17,33,21XX W 5TH AVE,Kitsilano,488842.5202,5457182.2022
Theft from Vehicle,2021,10,4,12,30,21XX W 6TH AVE,Kitsilano,488758.5841,5457090.7066
Theft from Vehicle,2021,12,4,18,0,21XX W BROADWAY AVE,Kitsilano,488785.2667,5456793.3212
Theft from Vehicle,2021,3,26,16,0,21XX W BROADWAY AVE,Kitsilano,488785.3368,5456793.3191
Theft from Vehicle,2021,3,29,20,30,21XX W BROADWAY AVE,Kitsilano,488785.3368,5456793.3191
Theft from Vehicle,2021,5,25,10,0,21XX W BROADWAY AVE,Kitsilano,488785.3368,5456793.3191
Theft from Vehicle,2021,3,29,9,29,21XX W BROADWAY AVE,Kitsilano,488845.2645,5456791.6529
Theft from Vehicle,2021,10,3,15,0,21XX YEW ST,Kitsilano,488713.8573,5457118.9398
Theft from Vehicle,2021,1,28,18,0,21XX YORK AVE,Kitsilano,488818.3156,5457672.3976
Theft from Vehicle,2021,1,29,3,0,21XX YORK AVE,Kitsilano,488818.3156,5457672.3976
Theft from Vehicle,2021,1,31,22,0,21XX YORK AVE,Kitsilano,488818.3156,5457672.3976
Theft from Vehicle,2021,8,31,13,0,21XX YORK AVE,Kitsilano,488840.2744,5457662.6515
Theft from Vehicle,2021,11,4,15,0,22XX BLENHEIM ST,Kitsilano,487072.5942,5457107.7897
Theft from Vehicle,2021,10,4,3,0,22XX STEPHENS ST,Kitsilano,487887.9494,5457065.3029
Theft from Vehicle,2021,11,20,17,45,22XX TRUTCH ST,Kitsilano,487210.5902,5457056.7658
Theft from Vehicle,2021,11,21,4,0,22XX TRUTCH ST,Kitsilano,487210.5902,5457056.7658
Theft from Vehicle,2021,3,29,18,0,22XX VINE ST,Kitsilano,488538.1478,5457018.2136
Theft from Vehicle,2021,1,3,22,0,22XX VINE ST,Kitsilano,488538.1927,5457019.3978
Theft from Vehicle,2021,10,22,18,0,22XX W 13TH AVE,Kitsilano,488682.6007,5456377.7269
Theft from Vehicle,2021,8,9,0,0,22XX W 14TH AVE,Kitsilano,488603.7291,5456281.5941
Theft from Vehicle,2021,6,20,20,30,22XX W 14TH AVE,Kitsilano,488659.4105,5456279.3324
Theft from Vehicle,2021,7,28,8,0,22XX W 15TH AVE,Kitsilano,488606.8707,5456183.7064
Theft from Vehicle,2021,2,1,21,0,22XX W 1ST AVE,Kitsilano,488652.6153,5457580.4162
Theft from Vehicle,2021,8,28,0,0,22XX W 2ND AVE,Kitsilano,488590.0249,5457483.6927
Theft from Vehicle,2021,4,25,23,0,22XX W 2ND AVE,Kitsilano,488659.7035,5457481.918
Theft from Vehicle,2021,5,14,23,0,22XX W 2ND AVE,Kitsilano,488659.7035,5457481.918
Theft from Vehicle,2021,10,1,22,0,22XX W 3RD AVE,Kitsilano,488569.212,5457386.1403
Theft from Vehicle,2021,6,16,21,0,22XX W 3RD AVE,Kitsilano,488707.629,5457373.5448
Theft from Vehicle,2021,2,9,0,0,22XX W 4TH AVE,Kitsilano,488701.7569,5457272.9889
Theft from Vehicle,2021,3,2,8,30,22XX W 5TH AVE,Kitsilano,488589.5434,5457180.7929
Theft from Vehicle,2021,10,11,17,0,22XX W 6TH AVE,Kitsilano,488571.1916,5457087.2852
Theft from Vehicle,2021,1,29,22,0,22XX W 6TH AVE,Kitsilano,488573.3726,5457087.2133
Theft from Vehicle,2021,4,27,9,30,22XX W 7TH AVE,Kitsilano,488592.5762,5457002.676
Theft from Vehicle,2021,6,17,18,15,22XX W 7TH AVE,Kitsilano,488697.4534,5456991.2145
